gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
54682,MANSC1,1453.43163888165,-1.48398439058903,0.506463090184951,-2.93009385945006,0.00338859634256621,0.00997977042865566
410,ARSA,2287.86956796833,-1.48402203552078,0.302790109233958,-4.90115756843999,9.52736010024685e-07,7.49557113230349e-06
79585,CORO7,1616.96096908413,-1.48408296649108,0.245160014092363,-6.05352782339114,1.41707582844313e-09,2.10922631394101e-08
55640,FLVCR2,642.392989702777,-1.48566914561661,0.498690328649485,-2.97914168425921,0.00289057084989553,0.00873640351638437
4597,MVD,2790.02029413401,-1.48584138515355,0.413854570800158,-3.59025002981308,0.000330360915936301,0.0013202300930336
79605,PGBD5,1143.09443124484,-1.48643099873675,0.57529065570529,-2.58379131313097,0.00977209025871632,0.0247423159356327
695,BTK,234.437736409274,-1.48719240110889,0.502838459516611,-2.95759477614055,0.00310049418200223,0.0092749583061362
65982,ZSCAN18,568.323153673137,-1.48739174523456,0.582898033207109,-2.55171858626957,0.0107193060498076,0.0267123251549162
79073,TMEM109,7009.35033263545,-1.48749361152586,0.208652523094191,-7.12904684528721,1.01066336098478e-12,2.67805276519674e-11
55048,VPS37C,1922.1778441924,-1.48812289371532,0.174929836717693,-8.50697011806453,1.78537523078706e-17,9.01062313641038e-16
200942,KLHDC8B,1221.48978630593,-1.48843088659382,0.340971853374111,-4.36526027548887,1.2697148207982e-05,7.44417832960191e-05
55344,PLCXD1,1301.23527560077,-1.48846365276599,0.427043963384087,-3.48550449225587,0.000491209975358644,0.00186992102205929
84894,LINGO1,161.050145782978,-1.48869768729341,0.572249823184053,-2.60148212717682,0.00928219016497206,0.0236825860339391
256364,EML3,2145.26303309891,-1.4900971279327,0.192209085516674,-7.75248019065905,9.01148779879427e-15,3.34310278996334e-13
3563,IL3RA,280.208504779248,-1.49009942315156,0.418679477746159,-3.55904576735664,0.000372204672939836,0.00146443879957964
56928,SPPL2B,1495.86783216074,-1.49020765220573,0.265157583887597,-5.62008308552637,1.90865647106192e-08,2.22737252779109e-07
3164,NR4A1,4345.23975240595,-1.49025176530432,0.591632198893636,-2.51888211644181,0.0117728064321835,0.0289326174140332
22839,DLGAP4,5963.75856008282,-1.49030261381427,0.252589067580673,-5.90010734862183,3.63265142091996e-09,4.91600415511089e-08
11322,TMC6,2907.12248226991,-1.49055638615854,0.268163580173954,-5.5583848678916,2.72282470792781e-08,3.0642731856691e-07
81622,UNC93B1,1904.14042961326,-1.49085353648184,0.305383397082997,-4.88190763061247,1.05064471012715e-06,8.18040744083889e-06
9256,TSPOAP1,250.923794165964,-1.4910776852591,0.644434047581696,-2.31377856408196,0.0206798717866694,0.0469674378713246
140467,ZNF358,1741.86818633159,-1.49173770326574,0.397612560112902,-3.75173687381042,0.000175613722778908,0.000758964449228996
