"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SMIM20",277.284653772307,-0.162791198009912,0.11352169898654,-1.43400952825075,0.999881143246137,1
"RBPJ",1727.9528839587,0.060343303922393,0.0499383228809668,1.20835663757126,1,1
"TBC1D19",124.850822847494,-0.17648693541891,0.174588129651133,-1.01087591562824,0.989597237304051,1
"STIM2",815.722346273499,-0.0627439582311345,0.0689799110318851,-0.909597552280574,0.999999999999968,1
"PCDH7",404.073290626476,0.0861719971118741,0.094613841702915,0.91077579729245,0.999999910251753,1
"LOC101928667",15.0122553649516,-0.376116452169481,0.501883860990707,-0.749409338301965,0.686102033577515,1
"ARAP2",1136.83657520785,0.0881747972190842,0.0595207795541513,1.48141200232204,1,1
"RELL1",270.27907105635,-0.0246871150606931,0.115696018817247,-0.213379123266885,0.999999292079271,1
"PGM2",1593.49374867356,-0.00759350453490515,0.0499587327675923,-0.151995539403092,1,1
"TBC1D1",1769.53597188979,-0.396890123412636,0.0603364429789832,-6.57795030361475,0.998796579302667,1
"KLF3",2953.59828745851,-0.366317883131863,0.042273332869584,-8.66546019122688,0.999999784548919,1
"TLR6",153.135982679453,-0.0230550001894703,0.150736177479621,-0.152949348822298,0.999921557777778,1
"FAM114A1",399.268397494821,-0.113454926463077,0.0953654954821482,-1.18968528281086,0.999999501371747,1
"TMEM156",220.623769999338,0.305933678636885,0.131948531481049,2.31858342948534,0.981102445302373,1
"KLHL5",4372.43457225408,0.0987334092451042,0.0360613037156226,2.73793232834038,1,1
"WDR19",203.147354432341,-0.25535710148416,0.128817328432586,-1.9823194952983,0.994135263925411,1
"RFC1",4446.17089306346,0.0195484396194633,0.0375354754241731,0.520799041401617,1,1
"RPL9",12398.4311143194,-0.0506287648560352,0.0300921564741174,-1.6824571844687,1,1
"LIAS",395.035840911006,0.0185929970670835,0.0963432941379016,0.192986935245024,0.999999997440639,1
"LOC401127",11.3455109234154,0.805364798151998,0.54581678037546,1.4755222395288,0.345413933126372,1
"UGDH",1501.71796786774,-0.201291633304635,0.0587528538073917,-3.42607414381138,0.999999999942499,1
"UGDH-AS1",42.4149539395821,0.0816321541245091,0.302312776297055,0.270025485275213,0.964690836153176,1
"SMIM14",258.865898135491,-0.102387045218406,0.12941660791037,-0.791143013803265,0.999888163611632,1
"UBE2K",5775.0117360017,0.037293676175109,0.0334838823721148,1.11377993031558,1,1
"PDS5A",8665.69151460314,0.0047475156008707,0.0297804177077562,0.159417361014188,1,1
"N4BP2",1601.51559032807,-0.0675509733546905,0.0506996381864533,-1.332375846673,1,1
"RBM47",2834.99879961759,-0.0411146866813435,0.0428322793870167,-0.959899572699512,1,1
"NSUN7",145.296536367371,-0.169653463689368,0.161066059040721,-1.05331604125532,0.994579700317711,1
"APBB2",939.638008841592,0.0783333385120173,0.0679344045508723,1.1530731597619,0.999999999999924,1
"UCHL1",50.3306547479493,0.0891449505713273,0.285211628236636,0.31255720926415,0.966861065571184,1
"LIMCH1",371.097986418161,0.481570283260987,0.100917870929316,4.77190292290534,0.83530536292233,1
"TMEM33",3927.73754686021,0.0252012507218311,0.0372995789302769,0.675644375743198,1,1
"SLC30A9",3308.43714246249,0.0205870292284251,0.0436251507449982,0.471907348785162,1,1
"BEND4",234.029555676121,-0.28887796828967,0.126789532150449,-2.27840550706415,0.989165050162107,1
"SHISA3",34.9520007726771,0.0232843488970588,0.32007219389129,0.0727471781099708,0.988738696352099,1
"ATP8A1",43.695321227244,-0.533521365900118,0.297000655612933,-1.79636426996792,0.562266620429987,1
"KCTD8",30.8460150491221,0.0553708969000325,0.340788845674786,0.162478606922695,0.969285293270604,1
"GUF1",2556.0347846145,0.164325442782837,0.043931943177344,3.740454687367,1,1
"GNPDA2",693.533831981145,-0.00884499355470308,0.0755446140598407,-0.117083046419388,0.999999999999983,1
"COMMD8",917.149072168645,-0.03358032537563,0.0645228343480507,-0.520440952647712,1,1
"ATP10D",1267.50945062548,-0.220470997139554,0.0660034700474913,-3.34029403273675,0.999999974404431,1
"NFXL1",870.643111054876,0.0275301850089425,0.0694121621901891,0.396619038224309,0.999999999999999,1
"CNGA1",28.0422408046586,-0.614527295621049,0.347669323605091,-1.76756260589466,0.460741165821335,1
"NIPAL1",538.859173030127,0.014257120323206,0.0863428372563707,0.165122212522082,0.999999999974608,1
"TXK",9.97711526333962,0.753024243133959,0.625841106399998,1.20321953197602,0.407681754233406,1
"TEC",173.427463916695,0.191633403201993,0.140875264038773,1.36030554767407,0.99708162524474,1
"SLAIN2",2011.73983511553,-0.0199338359693516,0.0480210829100209,-0.415105923510772,1,1
"FRYL",3447.47608816614,-0.0582412596974717,0.0421648369946384,-1.38127558052407,1,1
"OCIAD1",3953.62533601421,0.0173941819265368,0.0399884927004703,0.434979684201306,1,1
"OCIAD2",862.915175125808,0.0650627756829078,0.068244039425917,0.953384005844751,0.999999999999977,1
"DCUN1D4",1743.26096085734,-0.0146089412099806,0.0487357180114837,-0.29975840730485,1,1
"SGCB",1692.02092640608,0.08540802532637,0.0508011748547101,1.68122145935865,1,1
"SPATA18",52.5047832804621,-0.412257819245679,0.261384392192352,-1.5772090130856,0.739554160487885,1
"USP46",1414.52718362101,0.0413797200922333,0.0534087617623164,0.774774001995859,1,1
"USP46-AS1",16.6597694535072,-0.835185047780894,0.481353981485359,-1.73507456031357,0.299648412579157,1
"DANCR",967.788179259786,0.121258275827095,0.0712930578168564,1.70084268427079,0.999999999938097,1
"ERVMER34-1",53.4086248710538,-0.043100437097215,0.257772399181537,-0.167203460238819,0.989186381301335,1
"SCFD2",460.481997034844,-0.0548187295801908,0.0877866060776602,-0.624454367579668,0.999999998901385,1
"FIP1L1",1669.157167708,0.024155537256026,0.0574423471516796,0.420517935874766,1,1
"LNX1",165.421467961337,0.16317858389496,0.147098486486552,1.10931517918696,0.997699027022083,1
"CHIC2",237.571897261367,0.172299967521941,0.125704095384596,1.37067902994555,0.999409297422647,1
"SRD5A3",219.619284600262,-0.201441609501088,0.12511832722891,-1.61000881295784,0.998759310986772,1
"TMEM165",2475.00549834268,-0.0498179337683151,0.045066394160418,-1.105434208714,1,1
"CLOCK",3128.5307486216,-0.0403987453609574,0.0415196389919669,-0.973003290533755,1,1
"NMU",238.473125296529,-0.25606319349459,0.125189163067773,-2.0454102193811,0.995167343726365,1
"EXOC1",1145.53253196405,-0.115785137033425,0.0597482954265519,-1.93788184594753,0.999999999999996,1
"CEP135",754.508364091155,-0.0619886128773876,0.0707249735297524,-0.876474175721117,0.99999999999988,1
"KIAA1211",111.774416040192,-0.234046250857412,0.178657735755071,-1.31002584281195,0.973593547988081,1
"AASDH",836.081504408958,-0.0128573093267849,0.0682161839718069,-0.188478870821896,1,1
"PPAT",1565.77348318574,-0.115909895247427,0.0509973797237917,-2.27285981897913,1,1
"PAICS",12020.7051295408,-0.0616523341428923,0.0275773204175413,-2.23561728294954,1,1
"SRP72",5072.17013067381,0.0248086590674915,0.0356165192507553,0.696549230227358,1,1
"REST",3194.96830881992,-0.00450157632788929,0.0399686986181559,-0.112627543140583,1,1
"NOA1",662.943548744315,-0.231027507892354,0.0751062906226878,-3.07600742863163,0.999998310961232,1
"POLR2B",5706.94360968025,0.0460527537220998,0.0348862928773928,1.32008161153583,1,1
"IGFBP7",241.487612405227,-0.117147009422732,0.121395984656567,-0.964999046337036,0.999931291136297,1
"LPHN3",133.017430737249,-0.393153916848324,0.163382176663106,-2.40634520164955,0.87360804677122,1
"CENPC",595.900832822022,0.129882096906577,0.0850698597259351,1.52676984921582,0.999999939227201,1
"UBA6",4377.47089190046,-0.064117984576965,0.0378322680868756,-1.69479621020153,1,1
"UBA6-AS1",197.257092869972,-0.0419398788111271,0.136096780222202,-0.308162167706341,0.999963934180873,1
"UTP3",901.395174280465,0.0873901165328959,0.0657736678438896,1.32864897758647,0.999999999999965,1
"RUFY3",483.594293126127,-0.387026124063424,0.0856532694331616,-4.51852132002311,0.987869343327204,1
"GRSF1",4490.82002954271,-0.0537132179539698,0.0382227563844385,-1.40526804016253,1,1
"MOB1B",1766.03067585338,0.103781052682752,0.0508820745226723,2.03963878549229,1,1
"DCK",1512.43700625556,-0.0256947951854509,0.055530447019876,-0.462715439266209,1,1
"ADAMTS3",116.291055701522,0.154178397645872,0.169065048225119,0.911947201769201,0.994117341860092,1
"COX18",311.169427216256,0.0735090852502188,0.110492423396794,0.665286206876259,0.999997720215386,1
"ANKRD17",6303.5561146978,0.0949241219351923,0.0344888214493905,2.75231561839495,1,1
"RASSF6",328.270105398158,0.0782105718923214,0.112070258196908,0.697870899475443,0.999996225212868,1
"IL8",446.427779376912,1.16338889387831,0.1895315241185,6.13823425569523,0.00104177419531965,0.131870495315375
"CXCL1",223.417014202029,0.766424014277117,0.143690642457885,5.33384777997464,0.0972470658086025,1
"CXCL3",13.8050002753967,0.0922162949953627,0.495525450529577,0.18609799940005,0.924993345245566,1
"CXCL2",41.8708571678691,0.166947849513762,0.290194099792997,0.575297187754164,0.927711928849213,1
"MTHFD2L",139.928272933367,0.129193295231347,0.155170660168192,0.832588422910057,0.998167526638076,1
"EPGN",9.64121846575597,0.961569617476426,0.605471256610072,1.58813421277847,0.269728221832025,1
"EREG",7172.55338736395,0.279633223141164,0.0357528154178842,7.82129238978161,1,1
"AREG",1676.52555100002,0.0763327900578076,0.0524984320434913,1.45400133083158,1,1
"BTC",159.281916358724,0.106111731343884,0.148669550529878,0.713742195127968,0.99928449110331,1
"PARM1",162.474747404916,0.708878191137409,0.153189456201363,4.62746071900411,0.200090125140126,1
"RCHY1",581.651661056618,0.158224347557249,0.079532170490442,1.98943831887832,0.999999943107464,1
"THAP6",588.849204645731,0.105038923201793,0.0773557548453106,1.35786824667203,0.999999999587283,1
"CDKL2",36.4626773856059,-0.0265432883626975,0.316823954293697,-0.0837792976287763,0.987453228554054,1
"G3BP2",6555.53110178989,0.054852748123325,0.0357732115884623,1.5333470406391,1,1
"USO1",3694.24278681848,0.0805722220037578,0.0412572108386892,1.9529246007149,1,1
"NAAA",229.490896771125,0.214172595912384,0.125419695626125,1.70764723070953,0.998231934101215,1
"SDAD1",1877.86219086872,0.00732317029439681,0.0478023881377691,0.153196745595451,1,1
"NUP54",2466.29466586404,-0.0133286600540424,0.0434037897856051,-0.307085167444592,1,1
"SCARB2",3743.00764846223,-0.110325236219411,0.0370963469585229,-2.97401887961542,1,1
"STBD1",8.19836137056264,-0.950374425542144,0.649948270281353,-1.46223087128263,0.293660075201992,1
"SHROOM3",1076.65208343729,-0.0454190867388771,0.0643243652425019,-0.706094596777564,1,1
"SOWAHB",14.7965560793749,0.974214772765418,0.513979432148356,1.89543532645528,0.222792823526908,1
"SEPT11",3265.1544112957,-0.0243135323693996,0.0381159412667313,-0.637883561611561,1,1
"CCNI",5620.0014159701,-0.0286465308576927,0.03411369697512,-0.839736920879181,1,1
"CCNG2",569.202935834302,-0.455170070292378,0.0864596842197305,-5.26453542365016,0.925601463903587,1
"CNOT6L",1990.27501673816,-0.118077230668774,0.0495558443405125,-2.38271050044938,1,1
"MRPL1",453.975154771142,0.22280164548358,0.0911443241636778,2.4444928143136,0.999955549026522,1
"FRAS1",945.658099013074,-0.0108114721877742,0.067514753763433,-0.160134956955585,1,1
"ANXA3",3639.05185456344,0.0432692820425924,0.0407278919513074,1.06239925440588,1,1
"BMP2K",914.058074912641,0.0880127262278574,0.0688122613729514,1.27902679655945,0.999999999999565,1
"PAQR3",1075.86659004083,-0.00797185234655935,0.0641050843650225,-0.124356007413805,1,1
"ANTXR2",64.6968195874623,0.284665561376003,0.244502417129708,1.16426481471138,0.88665989815794,1
"PRDM8",29.3548249916084,0.177578510379412,0.348341566028808,0.509782718163257,0.89082789237165,1
"PRKG2",28.0555680184146,-0.893566001652635,0.351289331100452,-2.54367531986651,0.186045446282302,1
"HNRNPD",14319.8599292855,-0.0565379754580009,0.0398663946387944,-1.41818631883464,1,1
"HNRNPDL",7315.6113715642,-0.14973988279843,0.0422712060891901,-3.54236125845301,1,1
"ENOPH1",2010.07286273056,-0.049022234460869,0.0494885375846191,-0.99057755297471,1,1
"TMEM150C",12.6956859120682,0.534440828379205,0.528342180648234,1.01154298852968,0.551817017975854,1
"SCD5",547.564752680522,0.182819666331729,0.0834528076474816,2.19069521428193,0.999999028867673,1
"SEC31A",4066.41390769912,0.0536286312313518,0.0366356808283025,1.46383607507361,1,1
"THAP9-AS1",473.867102789848,-0.0382466362065118,0.0860167487930906,-0.444641732489941,0.999999999849799,1
"THAP9",220.408625048849,-0.00245696180371455,0.126148552320833,-0.0194767340449994,0.999999600368778,1
"LIN54",1271.47062450324,0.0605848851409867,0.0587673441413145,1.03092773761056,1,1
"COPS4",1123.29319838269,0.0644470715364693,0.0582361019349474,1.10665153393096,1,1
"PLAC8",27.8464189160823,-0.017590188471019,0.353931956010741,-0.0496993508845108,0.989637735489806,1
"COQ2",623.179499168725,-0.0288248896247182,0.076704013263943,-0.375793760953943,0.999999999999667,1
"HPSE",130.637213047655,0.129589866987478,0.178625560944436,0.725483331177834,0.994193314947875,1
"HELQ",352.519014302177,0.184825129429079,0.103953411296405,1.7779611763012,0.999928077397212,1
"MRPS18C",177.94585274765,0.071949737442293,0.149664147727697,0.480741303342735,0.999662978702708,1
"FAM175A",215.683941293267,0.170465631146897,0.131431485262163,1.2969923516186,0.999083249086091,1
"AGPAT9",83.6336393149506,-0.378790245034262,0.218207652569481,-1.73591641069347,0.821767929262054,1
"LOC101928978",17.4552078988728,0.363757156713272,0.447890003198384,0.812157346928221,0.702936022660214,1
"NKX6-1",88.7908203104001,-0.0385606606800156,0.198935490022316,-0.193834999856939,0.997689967089897,1
"CDS1",1432.7453826243,0.0252576386443048,0.0543478429267416,0.464740407054443,1,1
"WDFY3",2603.63428116304,0.0240296271688636,0.0423257810245477,0.567730271886232,1,1
"WDFY3-AS2",28.4210069495418,-0.101120701179333,0.349944336144899,-0.288962245519707,0.940218695821241,1
"ARHGAP24",33.4304660806366,-0.431597249206694,0.33456913803635,-1.29000914949843,0.672570006827673,1
"MAPK10",62.7103225176867,-0.257288588245014,0.239063704607746,-1.07623442323531,0.911706083657703,1
"PTPN13",2842.60729174206,-0.0701320793813271,0.046616708456153,-1.50444082613195,1,1
"C4orf36",41.817230118788,0.188611873693368,0.283925279540241,0.66430109357922,0.91936772732944,1
"LOC100506746",29.9284263641142,0.0565908620431244,0.337326222077811,0.167763009037793,0.96919484977893,1
"AFF1",1368.04843552377,-0.103316379919925,0.0535384748265894,-1.92975949080668,1,1
"KLHL8",809.650036985022,0.0470198943943825,0.0702362732440234,0.669453150383141,0.999999999999984,1
"HSD17B11",1095.8927727953,-0.231613100606233,0.0586579669195859,-3.94853611145014,0.999999998568738,1
"NUDT9",712.196502118517,-0.163169431496444,0.0717805249633239,-2.27317133135784,0.999999996820173,1
"SPARCL1",21.1517234949094,-0.43377791684076,0.411965249248991,-1.05294783390476,0.645612677632693,1
"PKD2",842.902863172526,0.0649534408118417,0.0685407360483372,0.947661851282635,0.999999999999971,1
"ABCG2",37.4945850219045,-0.248655637141544,0.296054473641145,-0.839898259544443,0.871035807677675,1
"PPM1K",153.125263341197,-1.65576339793762,0.189294639707132,-8.74701682255423,6.61721256068464e-09,2.00680756762263e-06
"HERC6",797.304186680219,-1.761051959636,0.0779639491136595,-22.588029206533,3.86439583836193e-52,5.62540102190347e-49
"LOC102723458",8.38124562865385,-1.7855919116525,0.695456067764004,-2.56751216132666,0.0418361051797609,1
"HERC5",1548.1278743695,-5.49384328331904,0.198320127712168,-27.7018946422449,7.86983854521686e-136,2.29122479405444e-132
"HERC3",335.150809597875,-0.0546491281068112,0.104561673920958,-0.522649705743259,0.999999748025885,1
"FAM13A",407.89663792993,-0.110888407097054,0.0967482323835974,-1.14615434685558,0.999999378907591,1
"TIGD2",298.256153418915,0.107134040011406,0.107192870747596,0.999451169319567,0.999994863819846,1
"GPRIN3",13.5669244046726,-0.976590021763181,0.539550403800133,-1.81000702600705,0.233115408474347,1
"SNCA",73.0383355818211,-0.468568296854997,0.219648030504754,-2.13326882912732,0.694035533097128,1
"CCSER1",39.5044893333534,-0.299335637013809,0.307142868705187,-0.974581107077983,0.821685202636788,1
"SMARCAD1",1614.50845580384,-0.0255058161897257,0.050337846803057,-0.506692634063496,1,1
"PDLIM5",3540.47422285253,-0.0110304132512602,0.0373319824518299,-0.295468189118887,1,1
"BMPR1B",318.762180844567,-0.356860532372608,0.109810818392964,-3.24977572879535,0.978924962613482,1
"UNC5C",18.4370350376673,-0.231399481536267,0.44478938549445,-0.520245062231041,0.817462931032707,1
"RAP1GDS1",1714.84163772157,0.141335522795545,0.0522455132368047,2.70521838219746,1,1
"TSPAN5",204.276644356604,0.122157538913047,0.146659845326277,0.83293104967676,0.999102093578471,1
"EIF4E",2046.8508173619,-0.14668712158938,0.048532936763748,-3.02242417975722,1,1
"METAP1",2052.45168242472,-0.129931156170757,0.0466655305615462,-2.78430684505759,1,1
"ADH5",3823.49918388651,0.17055150315569,0.0362474861453533,4.70519534711385,1,1
"ADH1C",84.7208911312764,-0.739265789220606,0.20897344710562,-3.53760632970257,0.222989987586434,1
"TRMT10A",221.709383458845,0.0704524477823714,0.128698935482071,0.547420594571943,0.999962618969202,1
"MTTP",14.2785556035082,0.530536343066103,0.492275161765025,1.07772316028275,0.552055880450898,1
"DAPP1",309.179674193163,0.552867167704626,0.109975256836547,5.02719596760146,0.597436610700657,1
"LAMTOR3",1176.14476319795,-0.0361980732290087,0.0624559149626643,-0.579577983136548,1,1
"DNAJB14",2873.49834783532,0.0309518822377573,0.0489591878920551,0.632197623579864,1,1
"H2AFZ",16822.1941124375,-0.079987095186598,0.0321690904795606,-2.4864580873811,1,1
"DDIT4L",13.8274809472604,0.274677705997101,0.517757134927025,0.530514574243028,0.771701459387892,1
"PPP3CA",3453.71020711806,-0.12884455637754,0.0408964172643774,-3.15050962886594,1,1
"FLJ20021",37.6206705459495,-0.550737938223603,0.314088256368684,-1.75344963415994,0.537272866670569,1
"SLC39A8",957.208635202794,-0.142217827731723,0.0698169357343383,-2.03701045077198,0.999999999819973,1
"NFKB1",3327.68984528753,-0.0495534122453687,0.0378343133844126,-1.30974789318588,1,1
"MANBA",735.272931161895,0.0314916745560836,0.0742747895045689,0.423988741888612,0.999999999999924,1
"UBE2D3",6534.38411809667,-0.084595895537828,0.0327666245229656,-2.58177022410521,1,1
"CISD2",833.601896692588,0.106059443593377,0.068303237239176,1.55277330739085,0.999999999998022,1
"SLC9B2",171.954188569427,-0.253180192877479,0.142352932640345,-1.7785386516563,0.989157536983376,1
"BDH2",285.53260652373,-0.0696237085023497,0.111731557180573,-0.623133788333662,0.999997539631807,1
"CENPE",4229.56765396907,-0.259533582106557,0.0441576024590312,-5.87743825873129,0.999999999999803,1
"CXXC4",62.8178992461144,-0.383052367490107,0.240282233553724,-1.59417682208477,0.793823142014559,1
"TET2",1302.48000112927,0.0988427549678744,0.0650589126209079,1.5192807716265,0.99999999999993,1
"PPA2",1460.16775822948,0.0379190516133508,0.0549563569275349,0.689984812191073,1,1
"INTS12",449.373051391858,0.00559891283879429,0.0908189387609864,0.061649177089916,0.999999999929799,1
"GSTCD",1193.15084197939,0.00952996875190771,0.0675112844960716,0.141161123255805,1,1
"NPNT",151.45343975046,0.286568637854448,0.1529293921128,1.87386240078085,0.972491226825828,1
"TBCK",824.960310399828,-0.106081142544453,0.0732496037598998,-1.44821455815884,0.999999999950972,1
"AIMP1",1758.91115253303,0.135406212932741,0.0492041633341659,2.75192592978649,1,1
"PAPSS1",1302.17587724292,-0.023869653586319,0.0565478603408896,-0.422114178015307,1,1
"SGMS2",1282.28327429424,-0.0775286186287548,0.0575589655278905,-1.3469425295906,1,1
"CYP2U1",231.117403734439,0.171761682142164,0.120839758182742,1.4214004126226,0.999635381776518,1
"HADH",1838.39772055963,-0.0593067407262189,0.0488497335193646,-1.21406477484077,1,1
"LEF1",157.198809590284,0.0222627213833253,0.153702505473919,0.144842930924785,0.99990213878317,1
"RPL34",3880.81016380328,-0.0372342103824024,0.0452407499918045,-0.823023720631234,1,1
"OSTC",1622.98290869558,-0.0139748886027675,0.0513909374867642,-0.271932937716241,1,1
"ETNPPL",22.2181001257274,-0.157156529719646,0.397685527746644,-0.395177894981803,0.888065182591552,1
"SEC24B-AS1",24.3078171049851,0.37236234192414,0.388309903630853,0.958930839626812,0.710670506411548,1
"SEC24B",2203.22615517672,-0.0149925970602703,0.0458444828653777,-0.327031654044307,1,1
"CCDC109B",451.473851280907,-0.165806271753652,0.0896923056424084,-1.84861199147562,0.999998062163051,1
"CASP6",508.312743207223,-0.227360418407325,0.087406166265333,-2.60119426491196,0.999972639860208,1
"PLA2G12A",976.776727833014,0.0132591121222371,0.0673312770370215,0.196923520623954,1,1
"CFI",918.853515513026,-0.189627916968932,0.0735263642427115,-2.57904656271277,0.999999944970543,1
"GAR1",758.733486413997,-0.0999244710734918,0.0707462824266589,-1.41243423182103,0.999999999994231,1
"EGF",20.4789002080929,0.128504922624913,0.425373907975081,0.302098742343269,0.903643690193398,1
"ELOVL6",1175.55475463778,-0.0168026223366173,0.0570142518972523,-0.29470916091117,1,1
"ENPEP",171.915221491091,-0.0489718635841473,0.142772024836375,-0.343007417876659,0.999905435637682,1
"PITX2",299.12846510168,-0.119308473946217,0.120970613116139,-0.986259975649406,0.999930038980062,1
"C4orf32",584.539970211929,-0.0055425312503836,0.0805682239809649,-0.068793017600749,0.999999999999681,1
"AP1AR",910.246777765269,-0.0401691340147578,0.0694140029626859,-0.578689202470445,0.999999999999996,1
"TIFA",447.219998769664,-0.0475901951217469,0.0938470088472017,-0.507104016487425,0.99999999300231,1
"ALPK1",382.593134720863,-0.380336410894446,0.107042877905727,-3.55312206038976,0.96892803291541,1
"NEUROG2",14.0822882373551,0.13747917450988,0.484830538659757,0.283561293168373,0.888764401746159,1
"C4orf21",685.754943849294,0.0975853107750883,0.0721042095229385,1.35339269954889,0.999999999988881,1
"LARP7",1778.89646812733,0.0419034455279364,0.0603142223834159,0.694752313335938,1,1
"ANK2",160.580248271264,-0.586960098632569,0.145006216788847,-4.04782713204138,0.480858670289374,1
"CAMK2D",551.882312941794,-0.322096542414065,0.0870213153343813,-3.70135226267728,0.998480086044236,1
"ARSJ",401.264226964723,-0.149999971154832,0.097331081159605,-1.54113125393994,0.999995017022085,1
"UGT8",405.202569695785,-0.0889618827627638,0.0918635600617524,-0.96841318475968,0.999999954865992,1
"TRAM1L1",69.8503661038864,-0.277311758618633,0.217791661782911,-1.27328914407683,0.917747519285633,1
"SNHG8",574.134741126701,-0.163658821100642,0.0919667257569874,-1.77954384864254,0.999997009854618,1
"PRSS12",238.16684469248,-0.225030529731077,0.123528820661276,-1.82168443385471,0.997970733777506,1
"RP11-384K6.6",19.2466489314237,0.216531581591941,0.459438550856127,0.471296066010246,0.827046449554104,1
"METTL14",794.430134574367,0.0206827125152914,0.0704699068023468,0.293497089095095,0.999999999999999,1
"SEC24D",689.894933334538,-0.105172030119208,0.0721374748774461,-1.45793889095625,0.999999999976833,1
"SYNPO2",45.8809917661527,0.114326317390265,0.273597410318932,0.417863302349957,0.961204167576325,1
"USP53",1177.40426824657,0.0342526779699008,0.0651426492634238,0.525810330976713,1,1
"C4orf3",1329.99460942224,-0.014956505189081,0.0575520103194771,-0.259878066918183,1,1
"LINC01061",91.5341412444556,0.0657567217030222,0.198485171394167,0.33129286808251,0.99578301035985,1
"LOC101926894",10.684322616138,-0.376510863199781,0.572987235671288,-0.657101659094861,0.686281578839009,1
"LOC101926918",31.8393074575199,0.304543961056715,0.338911388656428,0.898594651138875,0.796351897272612,1
"LOC101926936",14.6264940484682,0.163510108212199,0.47578829236603,0.343661478930231,0.868375813261924,1
"LOC645513",38.6961531699426,-0.450988233222292,0.309585575492321,-1.456748210911,0.661993769739239,1
"PDE5A",239.628316299904,-0.0735061256769641,0.137606911779006,-0.534174662643498,0.999884738092764,1
"MAD2L1",2417.76405098547,-0.0625251871916621,0.0491139699621968,-1.2730631883309,1,1
"PRDM5",206.994375274208,-0.294634685531604,0.128256955534084,-2.29722188792564,0.986957702881369,1
"ANXA5",5691.44372293976,0.0303596424233123,0.0327163352159838,0.92796586851451,1,1
"EXOSC9",910.469254348133,-0.0726291423838618,0.065948627941068,-1.10129876316401,0.999999999999993,1
"CCNA2",3503.79731490344,-0.159390864324424,0.0390458040940469,-4.08215090001759,1,1
"BBS7",656.675212689779,0.138121597251132,0.0890992588876547,1.55019917085157,0.99999964643439,1
"KIAA1109",3151.63080204306,0.0302243806802074,0.0434880009954456,0.69500505859933,1,1
"BBS12",88.8574303635785,-0.584578818730411,0.207632475326739,-2.81544983659466,0.491203041709251,1
"FGF2",404.192308662068,-2.50176681551255,0.119753254968371,-20.8910130766243,2.96509931230113e-58,4.7958834099075e-55
"NUDT6",12.8521242858669,0.429720458499559,0.514357137102966,0.8354515326061,0.639740402923522,1
"SPATA5",591.231998012158,-0.425712320558214,0.0793452351594333,-5.36531676669435,0.974083067511022,1
"ANKRD50",1630.06980570012,0.0719114630588291,0.0605225224486045,1.18817689926748,1,1
"FAT4",341.465577772989,0.416223564858618,0.101244147373169,4.11108765946231,0.947129741291016,1
"INTU",192.933079379551,-0.0319138980545819,0.136761951481119,-0.233353631685987,0.999973162630001,1
"HSPA4L",1224.47586777112,-0.0625651567503,0.0680364410691705,-0.919583031785744,0.999999999999986,1
"PLK4",1672.64819350373,-0.05728502143317,0.050671165213492,-1.1305250469732,1,1
"MFSD8",470.381405531522,-0.0472087990336215,0.0941429933092214,-0.501458445012045,0.999999992417544,1
"C4orf29",299.965820395597,0.0278966732588388,0.107514391705141,0.259469200508019,0.999999866879464,1
"LARP1B",850.426575089804,0.0334425078388986,0.0680650870708877,0.491331301818056,1,1
"PGRMC2",1471.93077350596,-0.0728608282080952,0.0517730051291222,-1.40731309736377,1,1
"JADE1",1049.66494643723,-0.177780601578056,0.0602655915763022,-2.94995198633317,0.999999999987563,1
"SCLT1",569.143062010465,-0.0365679871161769,0.0824609936920017,-0.443457997277613,0.999999999978072,1
"C4orf33",257.336861842281,0.0131155978467171,0.120127462612862,0.109180678268259,0.999999210991021,1
"RP11-519M16.1",11.3751407858695,-0.498931869024118,0.554779753978281,-0.899333231694773,0.58398925186145,1
"PCDH10",103.242822150661,0.91378151618023,0.188695935517571,4.84261366665812,0.038456486942861,1
"PABPC4L",198.199269945125,-0.0222224826850558,0.130386175907891,-0.170435880416912,0.999992496472476,1
"PCDH18",208.359885254955,-0.442314813915474,0.131598624213712,-3.36108995484003,0.852277408310171,1
"SLC7A11",2155.4003728287,-0.837026592721494,0.0540097153920939,-15.4977041934944,9.73275766052916e-07,0.000196777435089338
"CCRN4L",314.397696704405,-0.119314722292966,0.107319243723985,-1.11177378960881,0.999991172867609,1
"ELF2",806.999993798875,-0.0795242158375711,0.0716140132601378,-1.11045607161687,0.999999999998611,1
"NDUFC1",581.678337841562,0.00510963414942254,0.0825668850955964,0.0618847876301325,0.999999999999019,1
"NAA15",4602.53408945161,-0.0822138040769123,0.0358775583706395,-2.29151056567417,1,1
"LOC101927451",21.0510145374537,-0.29514126525906,0.404066970080913,-0.730426605272782,0.774750357239203,1
"RAB33B",208.920966812992,0.175017816645133,0.138775755170195,1.26115557022544,0.998240009830755,1
"SETD7",4695.39408398207,-0.0428753374232736,0.0384816618250698,-1.11417582790932,1,1
"MGST2",620.124291267731,-0.215301848158036,0.0782472755887855,-2.7515571186084,0.999998425404375,1
"MAML3",72.9409942291944,-0.826989964941265,0.251245877420349,-3.29155635679412,0.16278877673387,1
"SCOC",2517.39126644806,0.0304387959987655,0.0424767084059079,0.716599688184217,1,1
